subscription_id,customer_id,plan_id,status_code,subscription_start_date,subscription_end_date
sub_2028_0,2028,p2,pending,2024-07-18,
sub_2029_0,2029,p1,ACTIVE,2024-07-27,
sub_2030_0,2030,p2,Canceled,2024-06-03,2024-10-01
sub_2031_0,2031,p3,Cancelled,2024-09-02,2024-12-31
sub_2032_0,2032,p3,Canceled,2024-11-18,2025-03-18
sub_2033_0,2033,p1,ACTIVE,2024-09-14,
sub_2034_0,2034,p2,pending,2024-08-03,
sub_2035_0,2035,p1,ACTIVE,2024-04-05,
sub_2036_0,2036,p2,Canceled,2024-09-22,2025-01-20
sub_2037_0,2037,p1,Cancelled,2024-03-10,2024-07-08
sub_2038_0,2038,p3,ACTIVE,2024-10-02,
sub_2039_0,2039,p1,Canceled,2024-09-03,2025-01-01
sub_2040_0,2040,p3,Cancelled,2024-09-28,2025-01-26
sub_2040_1,2040,p2,ACTIVE,2024-10-28,
sub_2041_0,2041,p1,pending,2024-10-26,
sub_2042_0,2042,p3,pending,2024-03-31,
sub_2043_0,2043,p1,Canceled,2024-04-27,2024-08-25
sub_2044_0,2044,p3,pending,2024-02-05,
sub_2045_0,2045,p2,Cancelled,2024-03-25,2024-07-23
sub_2046_0,2046,p3,Cancelled,2024-10-24,2025-02-21
sub_2047_0,2047,p3,pending,2024-01-20,
sub_2048_0,2048,p1,Cancelled,2024-09-13,2025-01-11
sub_2049_0,2049,p3,ACTIVE,2024-01-15,
sub_2050_0,2050,p2,Cancelled,2024-08-26,2024-12-24
sub_2051_0,2051,p2,ACTIVE,2024-10-16,
sub_2052_0,2052,p2,Canceled,2024-06-14,2024-10-12
sub_2053_0,2053,p1,Cancelled,2024-07-25,2024-11-22
sub_2054_0,2054,p3,active,2024-10-11,
sub_2055_0,2055,p3,Cancelled,2024-05-21,2024-09-18
sub_2055_1,2055,p2,active,2024-06-20,
sub_2056_0,2056,p3,pending,2024-11-05,
sub_2057_0,2057,p2,Canceled,2024-02-04,2024-06-03
sub_2058_0,2058,p1,Canceled,2024-07-29,2024-11-26
sub_2059_0,2059,p2,Cancelled,2024-10-29,2025-02-26
sub_2060_0,2060,p1,Cancelled,2024-09-14,2025-01-12
sub_2061_0,2061,p1,active,2024-09-05,
sub_2062_0,2062,p2,ACTIVE,2024-11-17,
sub_2063_0,2063,p1,Canceled,2024-03-22,2024-07-20
sub_2064_0,2064,p2,active,2024-12-05,
sub_2065_0,2065,p1,Canceled,2024-06-20,2024-10-18
sub_2066_0,2066,p3,Cancelled,2024-03-19,2024-07-17
sub_2067_0,2067,p1,ACTIVE,2024-04-18,
sub_2068_0,2068,p2,Cancelled,2024-11-23,2025-03-23
sub_2069_0,2069,p2,ACTIVE,2024-02-02,
sub_2070_0,2070,p2,pending,2024-09-29,
sub_2070_1,2070,p1,ACTIVE,2024-10-29,
sub_2071_0,2071,p2,ACTIVE,2024-07-21,
sub_2072_0,2072,p3,pending,2024-02-19,
sub_2073_0,2073,p2,pending,2024-06-06,
sub_2074_0,2074,p2,active,2024-05-12,
sub_2075_0,2075,p2,ACTIVE,2024-11-13,
sub_2076_0,2076,p3,ACTIVE,2024-09-16,
sub_2077_0,2077,p2,Canceled,2024-04-07,2024-08-05
sub_2078_0,2078,p2,Canceled,2024-07-02,2024-10-30
sub_2079_0,2079,p3,pending,2024-08-31,
sub_2080_0,2080,p2,Cancelled,2024-11-10,2025-03-10
sub_2081_0,2081,p1,pending,2024-02-03,
sub_2082_0,2082,p1,ACTIVE,2024-04-22,
sub_2083_0,2083,p1,active,2024-10-18,
sub_2084_0,2084,p2,Canceled,2024-10-08,2025-02-05
sub_2085_0,2085,p3,Canceled,2024-02-01,2024-05-31
sub_2085_1,2085,p2,pending,2024-03-02,
sub_2086_0,2086,p2,ACTIVE,2024-06-19,
sub_2087_0,2087,p2,Cancelled,2024-03-24,2024-07-22
sub_2088_0,2088,p3,Canceled,2024-08-13,2024-12-11
sub_2089_0,2089,p2,pending,2024-12-15,
sub_2090_0,2090,p2,Canceled,2024-10-16,2025-02-13
sub_2091_0,2091,p3,Cancelled,2024-02-29,2024-06-28
sub_2092_0,2092,p2,ACTIVE,2024-10-26,
sub_2093_0,2093,p3,Cancelled,2024-06-13,2024-10-11
sub_2094_0,2094,p1,Canceled,2024-10-23,2025-02-20
sub_2095_0,2095,p3,Cancelled,2024-01-29,2024-05-28
sub_2096_0,2096,p3,Cancelled,2024-03-27,2024-07-25
sub_2097_0,2097,p3,Canceled,2024-08-27,2024-12-25
sub_2098_0,2098,p2,Cancelled,2024-12-17,2025-04-16
sub_2099_0,2099,p2,ACTIVE,2024-01-24,
sub_2100_0,2100,p2,Canceled,2024-12-13,2025-04-12
sub_2100_1,2100,p2,Cancelled,2025-01-12,2025-05-12
sub_2101_0,2101,p3,pending,2024-11-23,
sub_2102_0,2102,p3,active,2024-05-05,
sub_2103_0,2103,p2,Cancelled,2024-09-15,2025-01-13
sub_2104_0,2104,p3,pending,2024-12-16,
sub_2105_0,2105,p1,Cancelled,2024-09-30,2025-01-28
sub_2106_0,2106,p3,Cancelled,2024-12-05,2025-04-04
sub_2107_0,2107,p1,pending,2024-08-05,
sub_2108_0,2108,p2,Cancelled,2024-06-16,2024-10-14
sub_2109_0,2109,p2,Canceled,2024-12-30,2025-04-29
sub_2110_0,2110,p2,Cancelled,2024-01-29,2024-05-28
sub_2111_0,2111,p3,ACTIVE,2024-05-05,
sub_2112_0,2112,p1,active,2024-02-20,
sub_2113_0,2113,p1,Cancelled,2024-06-16,2024-10-14
sub_2114_0,2114,p3,ACTIVE,2024-10-24,
sub_2115_0,2115,p1,Canceled,2024-09-01,2024-12-30
sub_2115_1,2115,p3,Cancelled,2024-10-01,2025-01-29
sub_2116_0,2116,p2,Cancelled,2024-12-13,2025-04-12
sub_2117_0,2117,p1,active,2024-01-28,
sub_2118_0,2118,p3,pending,2024-10-18,
sub_2119_0,2119,p3,ACTIVE,2024-08-18,
sub_2120_0,2120,p1,ACTIVE,2024-11-14,
sub_2121_0,2121,p2,active,2024-04-25,
sub_2122_0,2122,p3,pending,2024-09-28,
sub_2123_0,2123,p3,pending,2024-07-21,
sub_2124_0,2124,p1,active,2024-03-30,
sub_2125_0,2125,p2,ACTIVE,2024-10-15,
sub_2126_0,2126,p1,ACTIVE,2024-01-27,
sub_2127_0,2127,p2,active,2024-03-10,
sub_2128_0,2128,p1,active,2024-04-02,
sub_2129_0,2129,p1,Canceled,2024-05-16,2024-09-13
sub_2130_0,2130,p1,active,2024-02-21,
sub_2130_1,2130,p2,pending,2024-03-22,
sub_2131_0,2131,p1,Cancelled,2024-01-26,2024-05-25
sub_2132_0,2132,p3,Cancelled,2024-08-17,2024-12-15
sub_2133_0,2133,p2,Cancelled,2024-08-24,2024-12-22
sub_2134_0,2134,p2,Cancelled,2024-08-08,2024-12-06
sub_2135_0,2135,p3,active,2024-11-08,
sub_2136_0,2136,p2,ACTIVE,2024-09-15,
sub_2137_0,2137,p3,Canceled,2024-04-07,2024-08-05
sub_2138_0,2138,p1,Canceled,2024-12-14,2025-04-13
sub_2139_0,2139,p2,Cancelled,2024-12-04,2025-04-03
sub_2140_0,2140,p3,active,2024-12-21,
sub_2141_0,2141,p1,pending,2024-10-12,
sub_2142_0,2142,p1,Cancelled,2024-02-18,2024-06-17
sub_2143_0,2143,p1,ACTIVE,2024-01-20,
sub_2144_0,2144,p3,active,2024-07-16,
sub_2145_0,2145,p1,pending,2024-10-04,
sub_2145_1,2145,p2,Canceled,2024-11-03,2025-03-03
sub_2146_0,2146,p2,pending,2024-05-31,
sub_2147_0,2147,p2,pending,2024-05-11,
sub_2148_0,2148,p1,ACTIVE,2024-07-06,
sub_2149_0,2149,p2,active,2024-11-10,
sub_2150_0,2150,p1,Canceled,2024-12-20,2025-04-19
sub_2151_0,2151,p1,pending,2024-11-23,
sub_2152_0,2152,p1,active,2024-08-05,
sub_2153_0,2153,p2,pending,2024-01-02,
sub_2154_0,2154,p2,Cancelled,2024-12-31,2025-04-30
sub_2155_0,2155,p2,Canceled,2024-03-27,2024-07-25
sub_2156_0,2156,p2,Cancelled,2024-03-20,2024-07-18
sub_2157_0,2157,p2,Canceled,2024-06-09,2024-10-07
sub_2158_0,2158,p1,pending,2024-03-10,
sub_2159_0,2159,p3,pending,2024-11-12,
sub_2160_0,2160,p2,active,2024-04-24,
sub_2160_1,2160,p2,ACTIVE,2024-05-24,
sub_2161_0,2161,p1,Canceled,2024-12-09,2025-04-08
sub_2162_0,2162,p3,pending,2024-10-17,
sub_2163_0,2163,p3,active,2024-07-27,
sub_2164_0,2164,p1,Cancelled,2024-04-13,2024-08-11
sub_2165_0,2165,p2,pending,2024-07-19,
sub_2166_0,2166,p3,active,2024-07-31,
sub_2167_0,2167,p2,ACTIVE,2024-08-29,
sub_2168_0,2168,p3,pending,2024-03-29,
sub_2169_0,2169,p3,pending,2024-09-27,
sub_2170_0,2170,p3,Canceled,2024-10-15,2025-02-12
sub_2171_0,2171,p1,ACTIVE,2024-11-23,
sub_2172_0,2172,p2,Cancelled,2024-07-08,2024-11-05
sub_2173_0,2173,p2,Cancelled,2024-08-12,2024-12-10
sub_2174_0,2174,p2,pending,2024-04-09,
sub_2175_0,2175,p2,Cancelled,2024-10-18,2025-02-15
sub_2175_1,2175,p2,ACTIVE,2024-11-17,
sub_2176_0,2176,p1,ACTIVE,2024-06-25,
sub_2177_0,2177,p2,active,2024-04-09,
sub_2178_0,2178,p3,active,2024-05-27,
sub_2179_0,2179,p2,active,2024-04-07,
sub_2180_0,2180,p3,pending,2024-12-26,
sub_2181_0,2181,p1,Cancelled,2024-07-05,2024-11-02
sub_2182_0,2182,p1,ACTIVE,2024-11-18,
sub_2183_0,2183,p1,ACTIVE,2024-09-28,
sub_2184_0,2184,p1,ACTIVE,2024-08-26,
sub_2185_0,2185,p2,Canceled,2024-12-01,2025-03-31
sub_2186_0,2186,p2,Cancelled,2024-08-11,2024-12-09
sub_2187_0,2187,p3,ACTIVE,2024-06-03,
sub_2188_0,2188,p3,Cancelled,2024-03-17,2024-07-15
sub_2189_0,2189,p3,ACTIVE,2024-10-19,
sub_2190_0,2190,p3,Cancelled,2024-01-24,2024-05-23
sub_2190_1,2190,p3,Cancelled,2024-02-23,2024-06-22
sub_2191_0,2191,p3,pending,2024-07-31,
sub_2192_0,2192,p2,Cancelled,2024-11-23,2025-03-23
sub_2193_0,2193,p3,Cancelled,2024-01-09,2024-05-08
sub_2194_0,2194,p3,pending,2024-01-01,
sub_2195_0,2195,p1,Canceled,2024-06-14,2024-10-12
sub_2196_0,2196,p1,ACTIVE,2024-06-06,
sub_2197_0,2197,p2,pending,2024-01-05,
sub_2198_0,2198,p2,Cancelled,2024-11-18,2025-03-18
sub_2199_0,2199,p3,pending,2024-10-19,
sub_2200_0,2200,p1,ACTIVE,2024-07-22,
sub_2201_0,2201,p1,Cancelled,2024-05-01,2024-08-29
sub_2202_0,2202,p1,Canceled,2024-05-15,2024-09-12
sub_2203_0,2203,p1,active,2024-08-10,
sub_2204_0,2204,p3,Canceled,2024-05-08,2024-09-05
sub_2205_0,2205,p2,Cancelled,2024-01-11,2024-05-10
sub_2205_1,2205,p2,active,2024-02-10,
sub_2206_0,2206,p1,Cancelled,2024-03-22,2024-07-20
sub_2207_0,2207,p2,pending,2024-08-09,
sub_2208_0,2208,p1,Cancelled,2024-05-02,2024-08-30
sub_2209_0,2209,p3,Cancelled,2024-08-08,2024-12-06
sub_2210_0,2210,p3,active,2024-08-27,
sub_2211_0,2211,p3,Cancelled,2024-09-14,2025-01-12
sub_2212_0,2212,p3,Cancelled,2024-05-07,2024-09-04
sub_2213_0,2213,p2,Canceled,2024-10-23,2025-02-20
sub_2214_0,2214,p2,ACTIVE,2024-03-08,
sub_2215_0,2215,p3,pending,2024-10-01,
sub_2216_0,2216,p3,active,2024-08-20,
sub_2217_0,2217,p3,Cancelled,2024-11-18,2025-03-18
sub_2218_0,2218,p2,active,2024-02-18,
sub_2219_0,2219,p1,active,2024-02-20,
sub_2220_0,2220,p1,ACTIVE,2024-03-29,
sub_2220_1,2220,p2,Cancelled,2024-04-28,2024-08-26
sub_2221_0,2221,p2,active,2024-09-04,
sub_2222_0,2222,p3,Cancelled,2024-08-03,2024-12-01
sub_2223_0,2223,p1,Cancelled,2024-04-24,2024-08-22
sub_2224_0,2224,p1,Cancelled,2024-08-31,2024-12-29
sub_2225_0,2225,p1,Cancelled,2024-11-29,2025-03-29
sub_2226_0,2226,p1,active,2024-02-22,
sub_2227_0,2227,p2,Canceled,2024-09-09,2025-01-07
sub_2228_0,2228,p3,ACTIVE,2024-03-08,
sub_2229_0,2229,p2,ACTIVE,2024-01-09,
sub_2230_0,2230,p2,Canceled,2024-09-04,2025-01-02
sub_2231_0,2231,p3,active,2024-06-16,
sub_2232_0,2232,p1,Cancelled,2024-05-12,2024-09-09
sub_2233_0,2233,p3,ACTIVE,2024-08-31,
sub_2234_0,2234,p1,Cancelled,2024-08-31,2024-12-29
sub_2235_0,2235,p3,active,2024-04-05,
sub_2235_1,2235,p1,pending,2024-05-05,
sub_2236_0,2236,p2,pending,2024-09-27,
sub_2237_0,2237,p1,pending,2024-11-02,
sub_2238_0,2238,p3,Cancelled,2024-05-31,2024-09-28
sub_2239_0,2239,p2,pending,2024-06-02,
sub_2240_0,2240,p1,ACTIVE,2024-10-25,
sub_2241_0,2241,p3,Canceled,2024-04-13,2024-08-11
sub_2242_0,2242,p3,pending,2024-01-18,
sub_2243_0,2243,p1,Canceled,2024-11-05,2025-03-05
sub_2244_0,2244,p3,Canceled,2024-06-27,2024-10-25
sub_2245_0,2245,p3,active,2024-02-16,
sub_2246_0,2246,p2,active,2024-11-03,
sub_2247_0,2247,p3,Canceled,2024-03-24,2024-07-22
sub_2248_0,2248,p2,pending,2024-03-31,
sub_2249_0,2249,p2,Canceled,2024-03-08,2024-07-06
sub_2250_0,2250,p2,Cancelled,2024-01-02,2024-05-01
sub_2250_1,2250,p3,Cancelled,2024-02-01,2024-05-31
sub_2251_0,2251,p1,Canceled,2024-06-23,2024-10-21
sub_2252_0,2252,p3,ACTIVE,2024-10-17,
sub_2253_0,2253,p1,Cancelled,2024-03-20,2024-07-18
sub_2254_0,2254,p2,pending,2024-07-25,
sub_2255_0,2255,p1,active,2024-04-22,
sub_2256_0,2256,p1,ACTIVE,2024-06-10,
sub_2257_0,2257,p1,ACTIVE,2024-01-09,
sub_2258_0,2258,p1,Canceled,2024-05-20,2024-09-17
sub_2259_0,2259,p3,Canceled,2024-11-16,2025-03-16
sub_2260_0,2260,p1,ACTIVE,2024-08-29,
sub_2261_0,2261,p2,Canceled,2024-10-31,2025-02-28
sub_2262_0,2262,p3,Cancelled,2024-10-02,2025-01-30
sub_2263_0,2263,p3,Cancelled,2024-08-29,2024-12-27
sub_2264_0,2264,p1,pending,2024-04-22,
sub_2265_0,2265,p3,Cancelled,2024-06-22,2024-10-20
sub_2265_1,2265,p2,Cancelled,2024-07-22,2024-11-19
sub_2266_0,2266,p1,Cancelled,2024-08-15,2024-12-13
sub_2267_0,2267,p2,Canceled,2024-04-28,2024-08-26
sub_2268_0,2268,p2,Cancelled,2024-09-18,2025-01-16
sub_2269_0,2269,p3,Canceled,2024-06-11,2024-10-09
sub_2270_0,2270,p1,Canceled,2024-05-19,2024-09-16
sub_2271_0,2271,p3,Canceled,2024-10-16,2025-02-13
sub_2272_0,2272,p2,pending,2024-01-21,
sub_2273_0,2273,p1,ACTIVE,2024-09-24,
sub_2274_0,2274,p2,pending,2024-11-03,
sub_2275_0,2275,p3,active,2024-07-24,
sub_2276_0,2276,p1,pending,2024-08-04,
sub_2277_0,2277,p2,pending,2024-10-16,
sub_2278_0,2278,p1,active,2024-06-09,
sub_2279_0,2279,p2,pending,2024-05-13,
sub_2280_0,2280,p2,Cancelled,2024-04-20,2024-08-18
sub_2280_1,2280,p2,ACTIVE,2024-05-20,
sub_2281_0,2281,p1,ACTIVE,2024-06-07,
sub_2282_0,2282,p1,ACTIVE,2024-12-27,
sub_2283_0,2283,p3,pending,2024-04-21,
sub_2284_0,2284,p1,ACTIVE,2024-07-31,
sub_2285_0,2285,p3,ACTIVE,2024-03-13,
sub_2286_0,2286,p2,pending,2024-07-19,
sub_2287_0,2287,p1,Cancelled,2024-06-15,2024-10-13
sub_2288_0,2288,p1,Canceled,2024-02-03,2024-06-02
sub_2289_0,2289,p2,Cancelled,2024-06-04,2024-10-02
sub_2290_0,2290,p3,Cancelled,2024-06-25,2024-10-23
sub_2291_0,2291,p3,Canceled,2024-01-24,2024-05-23
sub_2292_0,2292,p3,pending,2024-07-20,
sub_2293_0,2293,p1,Cancelled,2024-02-17,2024-06-16
sub_2294_0,2294,p3,active,2024-08-16,
sub_2295_0,2295,p1,ACTIVE,2024-06-05,
sub_2295_1,2295,p3,pending,2024-07-05,
sub_2296_0,2296,p3,Cancelled,2024-05-28,2024-09-25
sub_2297_0,2297,p2,ACTIVE,2024-03-20,
sub_2298_0,2298,p3,pending,2024-09-10,
sub_2299_0,2299,p3,ACTIVE,2024-08-22,
sub_2300_0,2300,p2,Canceled,2024-08-11,2024-12-09
sub_2301_0,2301,p2,Cancelled,2024-12-23,2025-04-22
sub_2302_0,2302,p2,Cancelled,2024-11-24,2025-03-24
sub_2303_0,2303,p1,active,2024-07-10,
sub_2304_0,2304,p3,Cancelled,2024-09-08,2025-01-06
sub_2305_0,2305,p3,Cancelled,2024-09-01,2024-12-30
sub_2306_0,2306,p2,Cancelled,2024-12-12,2025-04-11
sub_2307_0,2307,p3,Canceled,2024-02-14,2024-06-13
sub_2308_0,2308,p1,ACTIVE,2024-05-27,
sub_2309_0,2309,p3,Cancelled,2024-05-15,2024-09-12
sub_2310_0,2310,p2,active,2024-12-28,
sub_2310_1,2310,p1,Cancelled,2025-01-27,2025-05-27
sub_2311_0,2311,p3,pending,2024-04-23,
sub_2312_0,2312,p3,ACTIVE,2024-01-29,
sub_2313_0,2313,p3,Canceled,2024-02-07,2024-06-06
sub_2314_0,2314,p1,ACTIVE,2024-09-21,
sub_2315_0,2315,p2,ACTIVE,2024-09-03,
sub_2316_0,2316,p1,Cancelled,2024-06-15,2024-10-13
sub_2317_0,2317,p2,active,2024-01-01,
sub_2318_0,2318,p3,active,2024-08-01,
sub_2319_0,2319,p2,active,2024-09-18,
sub_2320_0,2320,p1,pending,2024-12-17,
sub_2321_0,2321,p3,active,2024-06-28,
sub_2322_0,2322,p1,Cancelled,2024-12-29,2025-04-28
sub_2323_0,2323,p3,Cancelled,2024-12-25,2025-04-24
sub_2324_0,2324,p1,active,2024-09-26,
sub_2325_0,2325,p3,active,2024-04-02,
sub_2325_1,2325,p1,Cancelled,2024-05-02,2024-08-30
sub_2326_0,2326,p2,Cancelled,2024-11-19,2025-03-19
sub_2327_0,2327,p2,Canceled,2024-10-23,2025-02-20
sub_2328_0,2328,p3,pending,2024-07-18,
sub_2329_0,2329,p2,active,2024-10-18,
sub_2330_0,2330,p2,pending,2024-08-12,
sub_2331_0,2331,p1,Canceled,2024-06-08,2024-10-06
sub_2332_0,2332,p2,ACTIVE,2024-07-11,
sub_2333_0,2333,p2,pending,2024-08-18,
sub_2334_0,2334,p1,ACTIVE,2024-04-10,
sub_2335_0,2335,p3,Cancelled,2024-09-15,2025-01-13
sub_2336_0,2336,p1,pending,2024-01-05,
sub_2337_0,2337,p2,ACTIVE,2024-04-25,
sub_2338_0,2338,p3,Canceled,2024-11-28,2025-03-28
sub_2339_0,2339,p1,Canceled,2024-07-07,2024-11-04
sub_2340_0,2340,p2,pending,2024-12-12,
sub_2340_1,2340,p1,pending,2025-01-11,
sub_2341_0,2341,p2,ACTIVE,2024-08-08,
sub_2342_0,2342,p2,active,2024-11-18,
sub_2343_0,2343,p3,Cancelled,2024-10-07,2025-02-04
sub_2344_0,2344,p3,Canceled,2024-12-17,2025-04-16
sub_2345_0,2345,p2,pending,2024-06-27,
sub_2346_0,2346,p1,ACTIVE,2024-12-20,
sub_2347_0,2347,p2,Canceled,2024-10-10,2025-02-07
sub_2348_0,2348,p2,Canceled,2024-10-28,2025-02-25
sub_2349_0,2349,p3,active,2024-10-30,
sub_2350_0,2350,p3,ACTIVE,2024-10-30,
sub_2351_0,2351,p2,ACTIVE,2024-11-16,
sub_2352_0,2352,p3,pending,2024-01-23,
sub_2353_0,2353,p3,Canceled,2024-09-24,2025-01-22
sub_2354_0,2354,p1,Canceled,2024-07-06,2024-11-03
sub_2355_0,2355,p1,pending,2024-07-23,
sub_2355_1,2355,p3,pending,2024-08-22,
sub_2356_0,2356,p2,active,2024-04-01,
sub_2357_0,2357,p2,pending,2024-09-26,
sub_2358_0,2358,p2,Canceled,2024-02-10,2024-06-09
sub_2359_0,2359,p3,pending,2024-07-25,
sub_2360_0,2360,p3,pending,2024-10-21,
sub_2361_0,2361,p2,Canceled,2024-12-27,2025-04-26
sub_2362_0,2362,p2,ACTIVE,2024-03-03,
sub_2363_0,2363,p3,ACTIVE,2024-09-15,
sub_2364_0,2364,p2,active,2024-12-23,
sub_2365_0,2365,p2,Cancelled,2024-11-18,2025-03-18
sub_2366_0,2366,p1,ACTIVE,2024-06-17,
sub_2367_0,2367,p2,active,2024-01-10,
sub_2368_0,2368,p1,pending,2024-07-03,
sub_2369_0,2369,p1,pending,2024-05-07,
sub_2370_0,2370,p1,pending,2024-03-25,
sub_2370_1,2370,p1,Canceled,2024-04-24,2024-08-22
sub_2371_0,2371,p1,Canceled,2024-12-02,2025-04-01
sub_2372_0,2372,p3,ACTIVE,2024-11-26,
sub_2373_0,2373,p2,Cancelled,2024-04-25,2024-08-23
sub_2374_0,2374,p2,active,2024-10-20,
sub_2375_0,2375,p2,Cancelled,2024-08-07,2024-12-05
sub_2376_0,2376,p1,Cancelled,2024-10-08,2025-02-05
sub_2377_0,2377,p1,Canceled,2024-10-13,2025-02-10
sub_2378_0,2378,p2,Cancelled,2024-02-08,2024-06-07
sub_2379_0,2379,p2,Cancelled,2024-10-26,2025-02-23
sub_2380_0,2380,p1,active,2024-02-26,
sub_2381_0,2381,p3,active,2024-11-12,
sub_2382_0,2382,p2,ACTIVE,2024-04-30,
sub_2383_0,2383,p3,active,2024-12-18,
sub_2384_0,2384,p3,active,2024-11-06,
sub_2385_0,2385,p1,pending,2024-11-20,
sub_2385_1,2385,p2,pending,2024-12-20,
sub_2386_0,2386,p1,Cancelled,2024-01-05,2024-05-04
sub_2387_0,2387,p1,pending,2024-06-23,
sub_2388_0,2388,p3,pending,2024-09-16,
sub_2389_0,2389,p3,ACTIVE,2024-10-03,
sub_2390_0,2390,p2,active,2024-11-04,
sub_2391_0,2391,p1,Cancelled,2024-03-13,2024-07-11
sub_2392_0,2392,p3,active,2024-07-15,
sub_2393_0,2393,p2,active,2024-01-01,
sub_2394_0,2394,p3,Cancelled,2024-05-25,2024-09-22
sub_2395_0,2395,p3,active,2024-09-20,
sub_2396_0,2396,p1,ACTIVE,2024-12-27,
sub_2397_0,2397,p1,ACTIVE,2024-05-21,
sub_2398_0,2398,p3,active,2024-03-08,
sub_2399_0,2399,p1,Cancelled,2024-06-09,2024-10-07
sub_2400_0,2400,p3,active,2024-09-08,
sub_2400_1,2400,p1,ACTIVE,2024-10-08,
sub_2401_0,2401,p2,Canceled,2024-06-20,2024-10-18
sub_2402_0,2402,p2,Cancelled,2024-09-09,2025-01-07
sub_2403_0,2403,p1,Canceled,2024-03-02,2024-06-30
sub_2404_0,2404,p2,Canceled,2024-05-25,2024-09-22
sub_2405_0,2405,p2,Cancelled,2024-11-22,2025-03-22
sub_2406_0,2406,p2,Cancelled,2024-09-27,2025-01-25
sub_2407_0,2407,p1,Canceled,2024-09-25,2025-01-23
sub_2408_0,2408,p2,ACTIVE,2024-01-17,
sub_2409_0,2409,p2,Canceled,2024-10-11,2025-02-08
sub_2410_0,2410,p1,Cancelled,2024-10-07,2025-02-04
sub_2411_0,2411,p1,Cancelled,2024-03-19,2024-07-17
sub_2412_0,2412,p1,ACTIVE,2024-06-27,
sub_2413_0,2413,p3,Canceled,2024-09-01,2024-12-30
sub_2414_0,2414,p2,active,2024-01-15,
sub_2415_0,2415,p1,Cancelled,2024-07-21,2024-11-18
sub_2415_1,2415,p1,Canceled,2024-08-20,2024-12-18
sub_2416_0,2416,p1,ACTIVE,2024-08-25,
sub_2417_0,2417,p1,Cancelled,2024-05-09,2024-09-06
sub_2418_0,2418,p3,Canceled,2024-09-26,2025-01-24
sub_2419_0,2419,p3,Cancelled,2024-06-13,2024-10-11
sub_2420_0,2420,p2,ACTIVE,2024-07-15,
sub_2421_0,2421,p1,active,2024-08-26,
sub_2422_0,2422,p2,Cancelled,2024-07-19,2024-11-16
sub_2423_0,2423,p3,active,2024-07-01,
sub_2424_0,2424,p2,ACTIVE,2024-05-18,
sub_2425_0,2425,p3,active,2024-11-06,
sub_2426_0,2426,p2,ACTIVE,2024-07-24,
sub_2427_0,2427,p3,Cancelled,2024-03-07,2024-07-05
sub_2428_0,2428,p1,Canceled,2024-01-01,2024-04-30
sub_2429_0,2429,p1,active,2024-02-02,
sub_2430_0,2430,p1,active,2024-10-21,
sub_2430_1,2430,p3,Canceled,2024-11-20,2025-03-20
sub_2431_0,2431,p3,pending,2024-12-22,
sub_2432_0,2432,p1,Canceled,2024-03-09,2024-07-07
sub_2433_0,2433,p2,ACTIVE,2024-12-01,
sub_2434_0,2434,p3,pending,2024-11-26,
sub_2435_0,2435,p2,Canceled,2024-11-30,2025-03-30
sub_2436_0,2436,p2,Cancelled,2024-07-24,2024-11-21
sub_2437_0,2437,p1,ACTIVE,2024-12-01,
sub_2438_0,2438,p2,pending,2024-05-31,
sub_2439_0,2439,p2,Cancelled,2024-04-30,2024-08-28
sub_2440_0,2440,p1,Cancelled,2024-01-19,2024-05-18
sub_2441_0,2441,p3,Canceled,2024-03-19,2024-07-17
sub_2442_0,2442,p3,Canceled,2024-03-19,2024-07-17
sub_2443_0,2443,p3,ACTIVE,2024-01-07,
sub_2444_0,2444,p2,pending,2024-07-24,
sub_2445_0,2445,p3,ACTIVE,2024-09-23,
sub_2445_1,2445,p3,Cancelled,2024-10-23,2025-02-20
sub_2446_0,2446,p2,ACTIVE,2024-07-09,
sub_2447_0,2447,p3,pending,2024-03-24,
sub_2448_0,2448,p1,ACTIVE,2024-07-13,
sub_2449_0,2449,p1,pending,2024-12-17,
sub_2450_0,2450,p3,Canceled,2024-01-21,2024-05-20
sub_2451_0,2451,p3,active,2024-09-20,
sub_2452_0,2452,p2,Canceled,2024-10-10,2025-02-07
sub_2453_0,2453,p3,pending,2024-02-29,
sub_2454_0,2454,p1,Cancelled,2024-10-16,2025-02-13
sub_2455_0,2455,p2,Canceled,2024-06-27,2024-10-25
sub_2456_0,2456,p2,pending,2024-05-13,
sub_2457_0,2457,p2,pending,2024-06-15,
sub_2458_0,2458,p2,active,2024-10-29,
sub_2459_0,2459,p3,Canceled,2024-07-18,2024-11-15
sub_2460_0,2460,p1,Cancelled,2024-07-28,2024-11-25
sub_2460_1,2460,p2,active,2024-08-27,
sub_2461_0,2461,p1,ACTIVE,2024-07-06,
sub_2462_0,2462,p3,Cancelled,2024-12-18,2025-04-17
sub_2463_0,2463,p3,Cancelled,2024-06-26,2024-10-24
sub_2464_0,2464,p3,pending,2024-04-27,
sub_2465_0,2465,p2,ACTIVE,2024-07-06,
sub_2466_0,2466,p1,pending,2024-06-07,
sub_2467_0,2467,p1,ACTIVE,2024-01-16,
sub_2468_0,2468,p3,pending,2024-10-19,
sub_2469_0,2469,p2,Cancelled,2024-06-23,2024-10-21
sub_2470_0,2470,p1,active,2024-08-19,
sub_2471_0,2471,p1,ACTIVE,2024-02-25,
sub_2472_0,2472,p2,Cancelled,2024-09-14,2025-01-12
